artist,id,valence,acousticness,danceability,energy,instrumentalness,liveness,speechiness
Lil Wayne,41s4fbjL5zIIrTLmHKR0y2,0.625,0.17,0.512,0.709,0,0.248,0.678
Lil Wayne,3oDtg9XIf127XK68S6xNzG,0.835,0.951,0.714,0.0856,0,0.096,0.924
Lil Wayne,5HYzdUaiNUwzVQWAD8rCkP,0.775,0.227,0.637,0.555,0,0.119,0.378
Lil Wayne,2Xr9EKmga3LGMB0jQIwwTj,0.773,0.00988,0.86,0.508,0,0.12,0.372
Lil Wayne,2M3UYzAVUaSqYsVcfSF9US,0.665,0.24,0.3,0.937,0,0.219,0.449
Lil Wayne,5KKu0fznlnn6SK7aVLIRB5,0.626,0.154,0.622,0.702,0.000177,0.177,0.302
Lil Wayne,2RTAfsEMXqB84tjpa29fCd,0.66,0.678,0.659,0.775,1.38e-06,0.328,0.545
Lil Wayne,3blHyNgvxWFOLEaiKNxiPZ,0.862,0.556,0.561,0.73,0,0.347,0.39
Lil Wayne,5HkfjD9X8AHBm0I02zjoYF,0.564,0.104,0.574,0.736,0,0.4,0.31
Lil Wayne,3Zm3UHc1DST0PYw14Z3epA,0.595,0.155,0.611,0.762,0,0.519,0.407
Lil Wayne,20xsCsAOWEJn75gmpsxJmC,0.548,0.416,0.446,0.947,0,0.578,0.697
Lil Wayne,06pnxa4KYe8dl1NuP8sm1z,0.443,0.066,0.489,0.805,0,0.23,0.465
Lil Wayne,1RxnIbaE56n7GfJdOEMrpI,0.916,0.948,0.778,0.218,0,0.125,0.901
Lil Wayne,0IdSLl1RKs3GClUO929NOd,0.812,0.336,0.736,0.697,0,0.822,0.178
Lil Wayne,5wRTBCZ3yGPcn3SIkmun1B,0.278,0.0194,0.478,0.847,0,0.418,0.152
Lil Wayne,4i8fVS3elK9mP4wJkOOgJq,0.658,0.0922,0.667,0.822,0,0.309,0.261
Lil Wayne,3ZyeKo6DirYFkNtS8bigZj,0.891,0.298,0.847,0.602,2.52e-05,0.126,0.17
Lil Wayne,2C3xnvfXJE033fawb9Hw5k,0.97,0.972,0.699,0.132,0,0.175,0.827
Lil Wayne,3CLvFazell8Lyau4wJf8V5,0.459,0.0441,0.847,0.62,0,0.0636,0.101
Lil Wayne,3lwoQOEXnXqmTWvMn3JZwN,0.807,0.31,0.642,0.815,0,0.186,0.354
Lil Wayne,3Ot3fp2A4GuaUHlTep0PMc,0.605,0.139,0.797,0.5,0,0.132,0.53
Lil Wayne,3Ehv4Al0HqnXHjrmmETtAC,0.926,0.979,0.705,0.107,0,0.159,0.912
Lil Wayne,2GIAIP1EhrLBXUrChvwWWN,0.616,0.0991,0.678,0.704,0,0.0508,0.246
Lil Wayne,3gJz4rmIPNpxFwolm0dFNB,0.809,0.889,0.752,0.149,0,0.319,0.913
Lil Wayne,6lF4sek2bPubjD1yMPShez,0.625,0.17,0.512,0.709,0,0.248,0.678
Lil Wayne,3ZVw1HR1QAQoKBygbhG4CE,0.0787,0.81,0.647,0.814,0,0.445,0.941
Lil Wayne,5BQrp63SHCVf4bzCzJePne,0.233,0.407,0.618,0.71,0,0.183,0.331
Lil Wayne,0Y7di9ZCmB6Elad5WISaPc,0.724,0.033,0.879,0.662,0,0.716,0.309
Lil Wayne,3wScL5W8H40zzCKN0atfBk,0.884,0.0595,0.743,0.87,0,0.299,0.212
Lil Wayne,0CBQ0m3mufWH75LTYB3s6h,0.745,0.041,0.902,0.819,0,0.106,0.316
Lil Wayne,5cGpjfgAvidLy6znwkCxkP,0.153,0.125,0.58,0.577,0,0.086,0.2
Lil Wayne,5IvdLxVB8gwwcgnEkXSSW2,0.455,0.526,0.603,0.457,0,0.0905,0.297
Lil Wayne,0dbTQYW3Ad1FTzIA9t90E8,0.489,0.371,0.856,0.694,0,0.109,0.169
Lil Wayne,3JX0dOCIAiaR8MP3ryXWuM,0.22,0.0263,0.785,0.44,2.03e-06,0.122,0.0401
Lil Wayne,2DnH4XlEkghUdE8ymdVom5,0.361,0.0283,0.765,0.55,0,0.139,0.357
Lil Wayne,05r1GGg1Rhs0RcUg27C82a,0.115,0.0302,0.623,0.568,0,0.25,0.144
Lil Wayne,0ubdf6zWT1It2saK41SkO0,0.101,0.0169,0.803,0.571,0,0.252,0.296
Lil Wayne,2AwyHlbA6f641SEkizD5JG,0.644,0.0401,0.752,0.709,0,0.0601,0.28
Lil Wayne,5s6pKnF3ZPtuqvEx1i1V7U,0.666,0.274,0.788,0.765,0,0.216,0.439
Lil Wayne,1Dk3CfJEtqvj7Xg2AWwfEn,0.642,0.144,0.753,0.703,0,0.325,0.212
Lil Wayne,7EgI0dCaQuHFe3OTj5EpWI,0.501,0.00705,0.929,0.598,0,0.0549,0.156
Lil Wayne,6wqWfSOZvTK18SAczoYm1L,0.882,0.0206,0.865,0.568,0,0.186,0.24
Lil Wayne,1kaxyXcAi5ZHF3Q94QXsHK,0.349,0.275,0.754,0.615,0,0.13,0.171
Lil Wayne,6y4pOReFqH2wzo4CV91cZC,0.421,0.479,0.641,0.579,9.58e-05,0.214,0.0896
Lil Wayne,7cG6SxmQ24hQWnR8UThrk2,0.402,0.227,0.651,0.718,0,0.109,0.302
Lil Wayne,4E3qImtJzRqLt8ZZyLceOE,0.542,0.4,0.746,0.644,0,0.095,0.232
Lil Wayne,68lOQPb5tX8U2cQRuas0L2,0.522,0.337,0.677,0.665,0,0.115,0.487
Lil Wayne,3BUWNzPWz2mDbptZmGEXpB,0.438,0.0218,0.551,0.562,0,0.302,0.163
Lil Wayne,4QjEMcnMCAv91bfNsRJuzK,0.111,0.819,0.655,0.791,0,0.472,0.943
Lil Wayne,1Un5u8iqiv4A069MMj36pw,0.219,0.42,0.64,0.694,1.63e-06,0.202,0.236
Lil Wayne,2zNQ50t1IIwutIIUTEt8yr,0.702,0.037,0.882,0.656,0,0.716,0.331
Lil Wayne,042nXqZgkM5vrwLdpyHZn8,0.845,0.0597,0.729,0.861,0,0.299,0.258
Lil Wayne,42pmQg0i1TUr67IxScVBg7,0.741,0.0443,0.903,0.825,0,0.105,0.317
Lil Wayne,5sLpbCyLg4aORe4ROkMHM7,0.158,0.12,0.575,0.579,0,0.0855,0.199
Lil Wayne,00mrTzjxIRuWJY01sRBJmO,0.455,0.526,0.603,0.457,0,0.0905,0.297
Lil Wayne,0w3yFQnjHZRJWXdisNeNp4,0.46,0.393,0.835,0.66,0,0.114,0.305
Lil Wayne,37hRfyewSghL9gjSd9oOxQ,0.204,0.0256,0.784,0.439,2.57e-06,0.125,0.0404
Lil Wayne,02H5FULgDjEaLpSuiiNHth,0.334,0.0283,0.772,0.544,0,0.139,0.391
Lil Wayne,0rYLLUrsfCsTaH1ir5TD5p,0.119,0.0263,0.599,0.571,0,0.235,0.146
Lil Wayne,1iFof1Bk0YSyK3YsI5GvFO,0.0788,0.0215,0.798,0.565,0,0.324,0.285
Lil Wayne,0FkbTfw9djL9rS9Dfe9891,0.627,0.033,0.64,0.721,0,0.0515,0.369
Lil Wayne,4Y8fsoUU6zoLdXm2Y45fCM,0.671,0.267,0.798,0.762,0,0.216,0.447
Lil Wayne,3K2mWbuNAu8OoTG2gCzf7i,0.712,0.155,0.749,0.7,0,0.322,0.174
Lil Wayne,4n0T22OMgbYeBdYhsK02X5,0.505,0.00618,0.934,0.639,1.33e-06,0.057,0.104
Lil Wayne,77WNDNwHwG1YR4NNKv8K1q,0.866,0.0141,0.86,0.558,0,0.208,0.265
Lil Wayne,4sHjzveD13xNAIwa6cTxkr,0.366,0.246,0.759,0.617,0,0.176,0.179
Lil Wayne,1S2HHyFBBGoc83U93k7UvR,0.358,0.48,0.618,0.589,0.000411,0.202,0.0754
Lil Wayne,38XMrGaQxUcB8A1S6CJBLi,0.435,0.22,0.66,0.715,0,0.105,0.303
Lil Wayne,6mFc68qbEcYnFcqnoPPtGO,0.539,0.452,0.748,0.645,0,0.0946,0.225
Lil Wayne,0OG63dGTsQ3coYISapSL13,0.493,0.331,0.556,0.623,0,0.113,0.541
Lil Wayne,2PGspMqtaZGhs7nFaHolmJ,0.373,0.0244,0.556,0.554,0,0.295,0.144
Lil Wayne,0rdmYZpqudklj3mhejRH1v,0.569,0.0175,0.645,0.785,5.61e-06,0.0898,0.0353
Lil Wayne,5BojMTUzwug3YQ21nThLhv,0.653,0.0691,0.841,0.824,0.000126,0.192,0.243
Lil Wayne,2txxneWmDggnj8J0IlA4ZF,0.236,0.162,0.362,0.755,0,0.342,0.311
Lil Wayne,5r0J5io1my6Am0jmFV94OV,0.645,0.0213,0.75,0.794,0,0.359,0.168
Lil Wayne,15oK0dIiG9xeYU8gk2DB4m,0.711,0.0303,0.884,0.896,7.23e-05,0.0913,0.131
Lil Wayne,1PxxpjnzU4miVn1ULHlo8L,0.275,0.0278,0.885,0.713,0.000318,0.154,0.261
Lil Wayne,0TBHAzNgH8aMmJBtpzfMfj,0.448,0.0445,0.758,0.765,1.08e-05,0.0999,0.117
Lil Wayne,2OaNdSbmHAgrSEfRd3czAK,0.241,0.115,0.538,0.626,1e-05,0.137,0.0455
Lil Wayne,0XUHYxHOOctkSXReILAaJV,0.193,0.694,0.62,0.282,0,0.119,0.0464
Lil Wayne,09rpYKV7YcVTl4vzQgQjYG,0.616,0.0811,0.857,0.457,0,0.191,0.297
Lil Wayne,6dAxsn3aP6EBo3oJDN8mL4,0.141,0.018,0.831,0.604,0,0.283,0.251
Lil Wayne,0urHaAHTNeprwQuj4QzY1Q,0.691,0.0413,0.862,0.763,1.21e-05,0.135,0.183
Lil Wayne,3Bbx1UN5T0KH9uasjSSZ2q,0.227,0.0813,0.817,0.493,2.42e-06,0.114,0.134
Lil Wayne,4PyEyFo5PyPQXf6FputONC,0.237,0.215,0.867,0.564,0,0.112,0.0909
Lil Wayne,2RC86WM8zX8v1z4QNtZ2sI,0.247,0.112,0.8,0.749,0,0.334,0.0593
Lil Wayne,2ld9oNdFAMIiAwyCFd5i9G,0.53,0.0372,0.787,0.771,0,0.329,0.359
Lil Wayne,1nBlR1MbfZ1nLrecwVoLXE,0.536,0.0215,0.466,0.774,0,0.158,0.235
Lil Wayne,4bhu77kvSM5qMzTXAVzsuI,0.385,0.476,0.554,0.694,0,0.0681,0.149
Lil Wayne,5Q98gqWkpDY7hfDa3Ho4ch,0.554,0.000932,0.343,0.883,0,0.315,0.315
Lil Wayne,28lYNTAmeSis1dZ7cJs6Fw,0.275,0.0858,0.772,0.456,0,0.224,0.0703
Lil Wayne,4gxnTpSiGsXZNXlABEQHiL,0.432,0.0181,0.749,0.419,7.15e-06,0.0703,0.0437
Lil Wayne,6CSRySSCq53b6aS4XcKxQq,0.521,0.162,0.89,0.484,0,0.0698,0.198
Lil Wayne,4eVAlCGYvDOsI0jCjdxvBD,0.379,0.402,0.639,0.587,0,0.101,0.237
Lil Wayne,18CEsGcoxNggEPAKatmD5m,0.41,0.0172,0.468,0.876,0,0.274,0.169
Lil Wayne,2L2GPpaTZ7YnEmG8ZtlMBq,0.515,0.078,0.513,0.612,0,0.667,0.381
Lil Wayne,1lLoj3Fcux9TnTqa6cau4v,0.325,0.069,0.719,0.65,0,0.269,0.193
Lil Wayne,07NfxnfOSa8VtpfhqzBshv,0.198,0.0031,0.787,0.636,0,0.225,0.234
Lil Wayne,4xWzeOTftGCOWBqj4oTVEi,0.649,0.279,0.388,0.681,0,0.63,0.397
Lil Wayne,7kg92ixg8VaelDvgg2NTWr,0.656,0.0808,0.524,0.803,0,0.0578,0.139
Lil Wayne,5YEOrYnE9t0OjiaRcmF2jO,0.459,0.0261,0.648,0.562,0,0.508,0.128
Lil Wayne,5xzcgldpCjPqgpE5clKkQO,0.236,0.597,0.431,0.536,0,0.115,0.276
Lil Wayne,4TOC84gDnkvb31yonq4o5u,0.192,0.0356,0.797,0.536,1.76e-05,0.103,0.212
Lil Wayne,15aIHlxcob6ghXvwRSYS3w,0.518,0.643,0.565,0.421,0,0.161,0.728
Lil Wayne,66abp9XIEaMOw4JZhdSLPV,0.359,0.359,0.841,0.501,0,0.118,0.154
Lil Wayne,28J1VeQTm2z2HC7u2qJPup,0.498,0.172,0.57,0.948,0,0.312,0.31
Lil Wayne,1vnJVkZ3pTMFp4cgSEX9IH,0.34,0.0164,0.764,0.554,0,0.0616,0.196
Lil Wayne,4R4DIolXpiqaRikE93snFz,0.304,0.0682,0.641,0.45,0,0.111,0.369
Lil Wayne,37qBRLKixTpHF1LdUjE5Ds,0.799,0.00187,0.647,0.88,0.000465,0.257,0.307
Lil Wayne,11mnze67X02I4q190PXVxo,0.375,0.00795,0.73,0.819,0,0.107,0.11
Lil Wayne,6bS6JOI5f5hR1QET2Kc2QF,0.418,0.0583,0.528,0.687,0,0.213,0.515
Lil Wayne,442au0g4vES7aytwByXDAn,0.229,0.107,0.604,0.608,0,0.194,0.389
Lil Wayne,09vGzE9N4acTQ2An9rWy7v,0.339,0.0841,0.672,0.837,0,0.0611,0.467
Lil Wayne,5n18p1i9VSCYJHoCyIUAEZ,0.283,0.245,0.648,0.449,0,0.186,0.53
Lil Wayne,64NKFCs272yAZgbeQQdWko,0.263,0.0151,0.502,0.688,0,0.254,0.319
Lil Wayne,25ZNZZAf45S47aDrbDgtSO,0.5,0.247,0.659,0.763,0,0.123,0.343
Lil Wayne,6hJHg6p7NQXOstuh2PPFPb,0.624,0.0426,0.607,0.738,0,0.139,0.435
Lil Wayne,2jPxOVtVuvoIuCrOQaKE1j,0.393,0.085,0.767,0.572,0,0.237,0.277
Lil Wayne,1y4natdSUwGB0UJxvTOB4B,0.479,0.173,0.386,0.949,0,0.311,0.419
Lil Wayne,7zzbglyUe7IrmR016uz2xj,0.331,0.0148,0.77,0.558,0,0.0719,0.142
Lil Wayne,2RDlMwORBWEI3WtHV6ZRkC,0.303,0.0764,0.639,0.442,0,0.111,0.358
Lil Wayne,5j9tHz19mCcjndro4YHnLF,0.854,0.00173,0.667,0.89,0.00871,0.3,0.315
Lil Wayne,671R3oD3tZZlKcaH5nH4XM,0.317,0.00743,0.737,0.829,0,0.155,0.104
Lil Wayne,0pfw57ICYWdXaQpqZyA7XI,0.475,0.0542,0.659,0.655,0,0.168,0.437
Lil Wayne,15BVdQQ9wjfoWeijmPQFPo,0.245,0.103,0.509,0.601,0,0.268,0.437
Lil Wayne,3ZZhevbe5Q642WNXcRdZFY,0.322,0.07,0.587,0.822,0,0.0628,0.471
Lil Wayne,1BKiKHlRNprc67nfjC11lf,0.256,0.259,0.884,0.434,0,0.194,0.415
Lil Wayne,6pCqRy0MDPhYfvFnJLLQmr,0.238,0.0138,0.743,0.672,0,0.276,0.167
Lil Wayne,4nJmq0dMi3vhZjkJaClaky,0.548,0.241,0.649,0.756,0,0.122,0.301
Lil Wayne,7qRxkDVBwRMQ0vCb1Pcw3O,0.671,0.0399,0.608,0.722,0,0.138,0.489
Lil Wayne,08FaUMrHiMLMyJXTP0rIam,0.394,0.102,0.799,0.545,0,0.189,0.287
Rihanna,6sCvvleqKbeyOkQDieBYgp,0.172,0.899,0.247,0.299,0,0.131,0.0315
Rihanna,6KsDoI8iySmXQ6UaSPuAx4,0.596,0.233,0.816,0.726,0.00183,0.0669,0.0688
Rihanna,0AoBY2Y3qs6dtGgOD6c91N,0.307,0.176,0.6,0.659,0,0.111,0.0542
Rihanna,2yrtWT6W4KUMbfNtBcH8iN,0.138,0.506,0.434,0.252,0.00101,0.103,0.0305
Rihanna,5UaiWpx39E60GAsoAtICoV,0.0577,0.783,0.678,0.385,0.00112,0.0982,0.0389
Rihanna,2LSsSV7V33wM9EKQA2xjGS,0.242,0.47,0.608,0.429,0.245,0.129,0.0316
Rihanna,7rIMBY4ANvxLDJS1m1TzmH,0.278,0.219,0.754,0.869,0,0.105,0.124
Rihanna,2IWpTwTSmuVB6WjeuKN8Cl,0.0385,0.389,0.519,0.536,1.12e-05,0.109,0.124
Rihanna,5o77o7nTrQL1mWAyrvVMNI,0.242,0.00814,0.42,0.436,0,0.128,0.0449
Rihanna,1rHGit66Qhs5JL3FjaNYsW,0.304,0.00783,0.6,0.931,0.00149,0.115,0.0973
Rihanna,02dF3qjpgTpmPCBKo72C06,0.82,0.573,0.787,0.598,2.29e-06,0.103,0.212
Rihanna,1yIJZPDmD1HwxR6SJYYQWA,0.215,0.0336,0.834,0.591,0,0.11,0.273
Rihanna,4m8YqoUZLToSUjpNmb7m5X,0.372,0.158,0.78,0.388,0.115,0.111,0.0385
Rihanna,11eM29CRUKqdlb6zHe13pP,0.455,0.174,0.828,0.599,0.0649,0.0757,0.133
Rihanna,0JAxf6vf8Lppihm55k13zv,0.0602,0.0986,0.595,0.732,0,0.137,0.116
Rihanna,2CFGMjBuqypSwkDaYnrsk8,0.406,0.177,0.858,0.657,3.28e-05,0.15,0.0494
Rihanna,7u2cPWo0974RudXZKDmdmT,0.252,0.253,0.295,0.336,0.298,0.0856,0.0395
Rihanna,1p9R4HF2WGtZDISBxMwF3R,0.534,0.366,0.513,0.692,0,0.151,0.0398
Rihanna,3c1YCQvr720s61gHPgtkv8,0.138,0.718,0.57,0.51,0.000467,0.0979,0.765
Rihanna,18zQTt3ifDv6iLni2YuXMg,0.259,0.475,0.465,0.26,0,0.138,0.031
Rihanna,6t90Z9XkdsHD8xMxro6KRP,0.784,0.0392,0.883,0.584,4.39e-06,0.0869,0.0465
Rihanna,6K4Co1NQyOnoFEJMkZHkln,0.405,0.66,0.399,0.203,0.000163,0.27,0.0298
Rihanna,0UHB9METy4VCXNgkcGqHqS,0.877,0.272,0.619,0.806,0,0.0671,0.0483
Rihanna,72TFWvU3wUYdUuxejTTIzt,0.558,0.0752,0.725,0.534,0,0.0919,0.0946
Rihanna,4mCf3vQf7z0Yseo0RxAi3V,0.323,0.323,0.685,0.61,0,0.102,0.0439
Rihanna,3HQcsqRjRdruUjkbDSgmVF,0.185,0.0546,0.42,0.466,0.00389,0.298,0.0326
Rihanna,4pAl7FkDMNBsjykPXo91B3,0.296,0.11,0.671,0.314,0,0.0825,0.244
Rihanna,7eDYNlBwRMeFOZHOZ95dZ1,0.249,0.547,0.509,0.38,1.21e-06,0.36,0.158
Rihanna,6RtzmszGXs32TRhv5zTKNM,0.501,0.199,0.44,0.803,0.00282,0.0591,0.0443
Rihanna,7Jd5LgnSRQElW6FsTWVPzE,0.521,0.751,0.53,0.391,6.97e-05,0.187,0.0286
Rihanna,5oO3drDxtziYU2H1X23ZIp,0.378,0.0717,0.509,0.637,1.08e-05,0.0789,0.0471
Rihanna,1KnJwhZU3DIBe54Q4HPpIl,0.392,0.112,0.292,0.567,1.01e-06,0.119,0.0416
Rihanna,6D2tzc8kRnZb7P1lNwMBLH,0.145,0.895,0.494,0.17,0,0.139,0.0337
Rihanna,5LJz7kmFhLqB53tmVWxig5,0.353,0.00686,0.418,0.672,2.14e-06,0.277,0.0429
Rihanna,4UTizOdGljPIIbXtoXycAd,0.77,0.181,0.685,0.852,0.00135,0.147,0.0846
Rihanna,7BiELrM90hRxpozaIXbsLw,0.39,0.294,0.58,0.532,0,0.0948,0.0424
Rihanna,4lwclDelIroqwpVDAB1KV8,0.784,0.036,0.886,0.588,4.58e-06,0.0904,0.0524
Rihanna,5twdHhgbZP1ZObFjl4YEBf,0.396,0.689,0.366,0.203,0.000184,0.267,0.0299
Rihanna,2m9EZH9i7bltC7eHp4y0yq,0.888,0.273,0.616,0.804,0,0.0668,0.0483
Rihanna,4XCvVFkuvKOqQBx5GxEoVZ,0.563,0.0751,0.726,0.535,0,0.0919,0.0964
Rihanna,2C6D3RtjanlaSXuL14tVLa,0.323,0.323,0.685,0.61,0,0.102,0.0439
Rihanna,6512RHn4SzLGVHPxwE8foN,0.189,0.0528,0.421,0.463,0.00375,0.298,0.0326
Rihanna,7CTrLpzsDFMjYy3b3kwJxL,0.295,0.1,0.685,0.313,0,0.082,0.261
Rihanna,61I3t01fl69YpkdFgYwJNe,0.293,0.524,0.576,0.397,2.39e-06,0.476,0.0882
Rihanna,0MK5KeFvwjUKs4wSsR4oDy,0.52,0.209,0.447,0.799,0.0049,0.061,0.0459
Rihanna,71WnpBWzi4bhjcqy6bKdj9,0.521,0.751,0.53,0.391,6.97e-05,0.187,0.0286
Rihanna,3KsznU1S6bN9sevZGp8kvS,0.393,0.072,0.509,0.629,9.58e-06,0.0814,0.0463
Rihanna,7ciR3K3DmHdHjhLZDCeod1,0.391,0.116,0.291,0.561,0,0.119,0.0421
Rihanna,6pwWHX2xtRCC0fk7rhCrob,0.145,0.895,0.494,0.17,0,0.139,0.0337
Rihanna,4wEa3vvCjjEP0WvDY5EakX,0.353,0.00686,0.418,0.672,2.14e-06,0.277,0.0429
Rihanna,73NJ4KX8YbNUZ9H8mPWtgo,0.803,0.163,0.684,0.853,0.00457,0.13,0.0833
Rihanna,42zB7BMrm1CGgOmHByu5ev,0.366,0.284,0.61,0.527,0,0.095,0.0384
Rihanna,4pp7VqgssnQtlLJg7LIrkO,0.784,0.0392,0.883,0.584,4.39e-06,0.0869,0.0465
Rihanna,0430PIZJLy3Oo691nMeUH0,0.405,0.66,0.399,0.203,0.000163,0.27,0.0298
Rihanna,49tG0W4vxwEQtpr0FfkzTQ,0.877,0.272,0.619,0.806,0,0.0671,0.0483
Rihanna,5gZsEYaYvyi1sAVyuiXbDm,0.558,0.0752,0.725,0.534,0,0.0919,0.0946
Rihanna,6ELYUjIai7bjtyUocOLCRE,0.323,0.323,0.685,0.61,0,0.102,0.0439
Rihanna,3ueQAPksJqgen3LYyAVVgw,0.185,0.0546,0.42,0.466,0.00389,0.298,0.0326
Rihanna,4NlnpZPi5Z3r1uuyRglUhO,0.296,0.11,0.671,0.314,0,0.0825,0.244
Rihanna,1q35smJsSPtVl4aoc72wYN,0.249,0.547,0.509,0.38,1.21e-06,0.36,0.158
Rihanna,39hkTmV9qe7lB2PTA0KVbk,0.501,0.199,0.44,0.803,0.00282,0.0591,0.0443
Rihanna,7DJmn7YiwwpU2QTwycq6Lt,0.521,0.751,0.53,0.391,6.97e-05,0.187,0.0286
Rihanna,31adnbEEiHwy6DDQ82F3HP,0.378,0.0717,0.509,0.637,1.08e-05,0.0789,0.0471
Rihanna,390Zbl3vRpmvjyliv3cp96,0.392,0.112,0.292,0.567,1.01e-06,0.119,0.0416
Rihanna,2ZroUx8b9r7pCZOdmbiwPj,0.145,0.895,0.494,0.17,0,0.139,0.0337
Rihanna,2dHmlqBcJxPvVvAqhNco2B,0.784,0.036,0.886,0.588,4.58e-06,0.0904,0.0524
Rihanna,1vNqTqPg1LWSSxDmqmogCK,0.396,0.689,0.366,0.203,0.000184,0.267,0.0299
Rihanna,7EGtNlu0towVa7NThMHtCv,0.888,0.273,0.616,0.804,0,0.0668,0.0483
Rihanna,2C95q2UTaZr1zj3xzj5uXC,0.563,0.0751,0.726,0.535,0,0.0919,0.0964
Rihanna,7M8suDZHDKipLqwnw03yoK,0.323,0.323,0.685,0.61,0,0.102,0.0439
Rihanna,4a6fOmBUlcLB6vQzVsg7vT,0.189,0.0528,0.421,0.463,0.00375,0.298,0.0326
Rihanna,639QPT9YkqIdgPkZMkatN7,0.295,0.1,0.685,0.313,0,0.082,0.261
Rihanna,2Brz5gB0BjbyzC7XJ57EEg,0.293,0.524,0.576,0.397,2.39e-06,0.476,0.0882
Rihanna,1kSvWu8AJrCKJ1vXdw6qrp,0.52,0.209,0.447,0.799,0.0049,0.061,0.0459
Rihanna,0pxvzLB5AdbUdJbduq8COr,0.521,0.751,0.53,0.391,6.97e-05,0.187,0.0286
Rihanna,4S1vnq8appsFS8xT5bnXgm,0.393,0.072,0.509,0.629,9.58e-06,0.0814,0.0463
Rihanna,6ODKKnwutY3Ko4dmoy4SVc,0.391,0.116,0.291,0.561,0,0.119,0.0421
Rihanna,2u9U8eutzcSJvJxbwkCksg,0.145,0.895,0.494,0.17,0,0.139,0.0337
Rihanna,6bqOolsv57aEE8Q3PixC7p,0.96,0.000202,0.691,0.866,0,0.294,0.0729
Rihanna,1kde2QG8s4pbZDiI8Fklzq,0.393,0.00125,0.564,0.71,0,0.109,0.0461
Rihanna,0zeXzdgaRKs2TiUYxNGDD0,0.379,0.014,0.717,0.697,0.00125,0.131,0.137
Rihanna,11gr64dfNTZ179JQICaRIc,0.39,0.0254,0.785,0.478,0,0.0901,0.0419
Rihanna,4GIopCOy1bhVqVfAMiM81L,0.501,0.508,0.71,0.598,0,0.0971,0.0319
Rihanna,1fAQcrmQEPhAUfx9tzVfQ1,0.468,0.229,0.629,0.819,0.00706,0.169,0.25
Rihanna,2lcsukpwDNXQu73W1IQfLr,0.259,0.049,0.668,0.64,0,0.0675,0.0888
Rihanna,5kgcqk2xzjHmB3GmO3yKmz,0.227,0.0476,0.402,0.696,0,0.628,0.0448
Rihanna,4qaEPJ1S3GkITZRzuNgiwQ,0.125,0.945,0.621,0.31,6.12e-05,0.117,0.0283
Rihanna,16DOpNAr7bGZlMJvjVf5Ra,0.515,0.0362,0.741,0.6,0,0.0562,0.0412
Rihanna,477aE6KFSka7QOZDrZ9NVe,0.154,0.0747,0.542,0.66,0,0.184,0.0357
Rihanna,4KW3pEgOpXAzJLih3cAfK7,0.251,0.744,0.419,0.465,0,0.102,0.0312
Rihanna,5UsBzWkwj4Hp3sQmKHAiGt,0.645,0.362,0.583,0.482,4.14e-05,0.0938,0.0987
Rihanna,5l6AmqCEZqYT0BQcEB3SEy,0.307,0.0639,0.479,0.779,0,0.204,0.0449
Rihanna,3JmvdozLe9TNpLGeCCghD2,0.308,0.214,0.391,0.574,0,0.36,0.0397
Rihanna,0lqjeOKyWb4s9nvDlF68Ov,0.372,0.000283,0.722,0.629,0.0735,0.0468,0.0393
Rihanna,14jjgYw4kKsexFJ1NtkMO7,0.538,0.0234,0.706,0.614,1.24e-06,0.121,0.079
Rihanna,0bG8t2jr848lNbtT84iQux,0.96,0.000195,0.689,0.868,0,0.294,0.0815
Rihanna,6FkEkYhCB2hUI3hASA39O8,0.393,0.00125,0.564,0.71,0,0.109,0.0461
Rihanna,2PEIfc4Hqvg9IwLPxAerhW,0.379,0.014,0.717,0.697,0.00125,0.131,0.137
Rihanna,6G4f9KqW6dO6FLB2ufAdTv,0.39,0.0254,0.785,0.478,0,0.0901,0.0419
Rihanna,2ENQlLAaqcSGtAPRRwjvlQ,0.498,0.537,0.703,0.651,0,0.0955,0.0327
Rihanna,4GAmGAnqBqBYyMUWFRYtGY,0.423,0.221,0.656,0.824,0.00757,0.171,0.229
Rihanna,5hC7ecoeg1GE1F755Z91c5,0.259,0.049,0.668,0.64,0,0.0671,0.0888
Rihanna,3FTtYvkEa4ef2Jg7evXwVL,0.227,0.0476,0.402,0.696,0,0.628,0.0448
Rihanna,2QTcJmSgeLRtG1c82ZYHQc,0.125,0.945,0.621,0.31,6.12e-05,0.117,0.0283
Rihanna,0Fa44LgIeMrbxKWCXtZwjr,0.515,0.0362,0.741,0.6,0,0.0562,0.0412
Rihanna,30gt5ZXVMAq4Op8LdNYBE6,0.154,0.0747,0.542,0.66,0,0.184,0.0357
Rihanna,6p4Ki26JFsOwZUOhNUs4gv,0.244,0.74,0.303,0.479,0,0.103,0.0338
Rihanna,5lw2QIfJRUZ0VdtnZKCREi,0.682,0.389,0.571,0.481,6.02e-05,0.097,0.0937
Rihanna,1NXNNUwK2esjAT7fPVUFjH,0.306,0.064,0.479,0.779,0,0.205,0.0448
Rihanna,0lSsYcjh7pXJObtDFzVhCP,0.287,0.207,0.421,0.575,0,0.365,0.0403
Rihanna,5kfmdnQvDiI7mrXA9I9NiW,0.372,0.000283,0.722,0.629,0.0735,0.0468,0.0393
Rihanna,7uzX7sXPumEF2JEcK6TklG,0.538,0.0234,0.706,0.614,1.24e-06,0.121,0.079
Rihanna,03cL2gI39EAUUEwpi3mIfr,0.96,0.000202,0.691,0.866,0,0.294,0.0729
