artist,id,valence,acousticness,danceability,energy,instrumentalness,liveness,speechiness
Drake,7GeTsDIc5ykNB6lORO6Cee,0.252,0.0102,0.734,0.605,0,0.317,0.0699
Drake,2KLwPaRDOB87XOYAT2fgxh,0.445,0.0623,0.749,0.63,0,0.353,0.116
Drake,45pUWUeEWGoSdH6UF162G8,0.112,0.0104,0.642,0.533,0.000108,0.251,0.266
Drake,410TZrK18uRjtsTunG14cl,0.25,0.18,0.466,0.703,0,0.422,0.393
Drake,2ZlABhxMMa43COmZ97kKsJ,0.319,0.221,0.799,0.575,0,0.196,0.282
Drake,29YW2xXlo6Pc6M0SBTCXYN,0.0713,0.0405,0.704,0.504,0.000422,0.139,0.223
Drake,1MTXYvJ9TSqg9x6WPCDx2n,0.241,0.0533,0.475,0.692,6.49e-06,0.18,0.398
Drake,31bsuKDOzFGzBAoXxtnAJm,0.0398,0.499,0.385,0.34,1.2e-05,0.196,0.051
Drake,7uWIJXsugQIMaxcYXMxeZV,0.48,0.0499,0.569,0.507,9.89e-06,0.107,0.213
Drake,1VtoDGE3g3P1Bh7kjn6YrC,0.171,0.0117,0.934,0.548,0,0.0734,0.33
Drake,2xFZnXTDHOy5BH2gdlBEFi,0.351,0.0133,0.848,0.372,0,0.396,0.616
Drake,174sDqEJUfQtUqDWZ8rMx6,0.453,0.0556,0.84,0.433,1.7e-06,0.321,0.371
Drake,6pQr9mnsAjBlBBdFLvsgY5,0.687,0.00249,0.932,0.609,1.74e-06,0.129,0.182
Drake,30T2iUZvOVI8mU1KsWvEGY,0.184,0.00792,0.768,0.716,0,0.158,0.0504
Drake,7ILkOgK9OHrrDj8lH8VXes,0.124,0.215,0.481,0.393,0,0.204,0.0979
Drake,7y8oNMMKf0E7pgDeRGbsDf,0.555,0.0841,0.504,0.516,0,0.135,0.426
Drake,6n849Tolbsyapue50SlLWS,0.277,0.0107,0.725,0.584,0,0.312,0.0739
Drake,4GLWeHYEynOJA6bGJuw2N9,0.404,0.0806,0.752,0.617,0,0.331,0.135
Drake,7fmu4EBCET6RMnpDp3oZSC,0.0879,0.0114,0.571,0.53,3.96e-05,0.22,0.29
Drake,581wWhlbLcjFibO3wVcOmm,0.265,0.172,0.598,0.696,0,0.429,0.377
Drake,0qhX394bbCj1YzJGnLxqoP,0.357,0.239,0.589,0.521,0,0.208,0.46
Drake,16MqFnJTHCWC67pv4ISyKl,0.0904,0.0414,0.643,0.497,0.00253,0.145,0.146
Drake,5VfNDZtMfc6OB2ovMSHtnx,0.189,0.0461,0.485,0.684,2.53e-05,0.163,0.376
Drake,736F3PTZVdvyge2fM8BEhM,0.0782,0.47,0.398,0.248,2.61e-05,0.105,0.0603
Drake,1kNdtonJXHorsVpWerK8C2,0.213,0.955,0.193,0.0218,0.88,0.117,0.0389
Drake,1vbn9fEyw1IYhqgZJdu9ZB,0.349,0.238,0.718,0.758,0.00653,0.11,0.0703
Drake,4FIgHqXd4KkOwxrGeLDYM2,0.536,0.000916,0.765,0.627,0.195,0.0847,0.0622
Drake,1eCFz60zd7mAXgWLapPd9B,0.416,0.104,0.883,0.283,0.00167,0.0935,0.113
Drake,0nAZGkBGKQCXyaoSJfRhC1,0.323,0.512,0.6,0.482,0.000104,0.115,0.0701
Drake,7sT7kZEYd1MrmzLLIRVZas,0.484,0.62,0.826,0.276,8.53e-05,0.118,0.266
Drake,4rmVZajAF7PkrCagGPHbqa,0.0774,0.0917,0.853,0.495,0.000217,0.0844,0.14
Drake,28JBD8p18xNuOfyV7Cotdn,0.0557,0.114,0.499,0.671,0.0169,0.148,0.0561
Drake,6Yj7Zhxt73uvwFFvzQXdxO,0.201,0.886,0.593,0.41,0.0993,0.115,0.0531
Drake,7hRlTK3mgFTBEjX7DjqBsI,0.518,0.444,0.502,0.645,0.00964,0.107,0.122
Drake,3N3d4OWbPVxTQVBFqNyykk,0.639,0.965,0.718,0.319,0.00036,0.0895,0.0435
Drake,1XsRwo2it6QHdV2OiT6IzF,0.284,0.0176,0.775,0.688,0.0917,0.108,0.0593
Drake,2vy9Ry1TNjCD85TiCbTz0r,0.582,0.268,0.557,0.706,0,0.132,0.0649
Drake,3F5CgOj3wFlRv51JsHbxhe,0.366,0.000307,0.529,0.673,2.41e-06,0.093,0.175
Drake,5lVmzrKaqPpPYtF7udoiNq,0.213,0.955,0.193,0.0218,0.88,0.117,0.0389
Drake,5zyZM1EiSqrniyqtprwxpv,0.349,0.238,0.718,0.758,0.00653,0.11,0.0703
Drake,7a5fliY9SsZENrQWQBZron,0.536,0.000916,0.765,0.627,0.195,0.0847,0.0622
Drake,7IaeavdRzXYQWfu2Wt5GlU,0.416,0.104,0.883,0.283,0.00167,0.0935,0.113
Drake,5frM7XSby6Pj2Chs9gaKxj,0.34,0.507,0.606,0.482,0.000111,0.115,0.0737
Drake,1L3sTUdIBSNn0vjVgM6ZRp,0.429,0.684,0.848,0.259,0.000201,0.116,0.246
Drake,0C6ShwHWvn4JyvcJc1LjbS,0.0735,0.13,0.854,0.492,0.00167,0.0846,0.131
Drake,0oiv4E896TUTTeQU0cmIui,0.0557,0.114,0.499,0.671,0.0169,0.148,0.0561
Drake,23Z3bbYcl1PdcPJemLa4zc,0.201,0.886,0.593,0.41,0.0993,0.115,0.0531
Drake,1MJHXJ8bdoynpEtCLCbkWf,0.518,0.444,0.502,0.645,0.00964,0.107,0.122
Drake,0PKpNkxX3FkcfgxCQUXXds,0.639,0.965,0.718,0.319,0.00036,0.0895,0.0435
Drake,5KW4KhJIAbVVSH6pJ4GPkb,0.284,0.0176,0.775,0.688,0.0917,0.108,0.0593
Drake,3AIhQTy1mehlOWJsurJ7PB,0.58,0.229,0.533,0.706,0,0.132,0.0673
Drake,5LYsEBLHY4PwmK1MRic1mr,0.415,0.00028,0.551,0.664,5.47e-06,0.093,0.184
Drake,2HSmyk2qMN8WQjuGhaQgCk,0.496,0.758,0.423,0.667,0,0.246,0.326
Drake,6jy9yJfgCsMHdu2Oz4BGKX,0.588,0.112,0.701,0.741,0,0.699,0.313
Drake,37Nqx7iavZpotJSDXZWbJ3,0.381,0.181,0.767,0.438,0,0.142,0.29
Drake,61S79KIVA4I9FXbnsylEHT,0.147,0.614,0.686,0.385,0,0.131,0.297
Drake,4VCbgIdr8ptegWeJpqLVHH,0.155,0.354,0.73,0.576,3.59e-05,0.15,0.287
Drake,40iJIUlhi6renaREYGeIDS,0.292,0.0503,0.666,0.465,0,0.215,0.26
Drake,0k1WUmIRnG3xU6fvvDVfRG,0.331,0.000619,0.803,0.597,4.5e-06,0.323,0.141
Drake,4s7QLoImIwmPi9L6dq1nVW,0.246,0.228,0.568,0.56,3.05e-06,0.39,0.42
Drake,34D6FJysnQioVingDKufuf,0.0744,0.0518,0.507,0.429,0,0.109,0.326
Drake,11pEKMLmavDu8fxOB5QjbQ,0.59,0.128,0.518,0.69,0,0.176,0.107
Drake,1PDP7mLiAMwhfmgIwzhOm2,0.0908,0.967,0.476,0.161,0.0381,0.109,0.0407
Drake,2tUL6dZf1mywCj5WvCPZw6,0.171,0.0181,0.84,0.744,0,0.629,0.113
Drake,2BcMwX1MPV6ZHP4tUT9uq6,0.153,0.0635,0.849,0.424,0,0.0834,0.324
Drake,42m3eP1JJhtzffal9B136J,0.141,0.225,0.724,0.531,0,0.11,0.298
Drake,2Q3jFbyE61mCjS3SkW4toJ,0.783,0.179,0.488,0.635,8.16e-06,0.156,0.26
Drake,08XWh5c0BMyD1nKVxxl91z,0.689,0.181,0.843,0.485,0.0675,0.107,0.195
Drake,5ScbulRnixQ2XAdvrPMFjz,0.338,0.00645,0.32,0.466,0,0.133,0.0374
Drake,50ceCGZ3oD3U5caQV5bP6f,0.711,0.118,0.519,0.851,0,0.178,0.29
Drake,7F9cT6hIRhnFCYP6GKS0tf,0.0498,0.402,0.59,0.493,0.00504,0.129,0.0367
Drake,3RkNXZvOSMMElmmXztDc94,0.165,0.213,0.783,0.416,0,0.103,0.135
Drake,1cCXT1cErAY6tmIqHbodrt,0.637,0.812,0.473,0.53,6.92e-06,0.227,0.249
Drake,7LSINVHqMXPt4FkTgcH6bt,0.525,0.761,0.434,0.662,1.3e-06,0.244,0.318
Drake,6C62fl8x0vzwxPqay8twie,0.625,0.119,0.695,0.735,0,0.705,0.306
Drake,60kRxS2TC4qb2WBPmRmfv4,0.392,0.195,0.767,0.427,0,0.142,0.29
Drake,7xXVDIulqmlBvDLFMfc3uX,0.146,0.613,0.712,0.368,0,0.131,0.344
Drake,7L8V5vHLo6fMbNaVI7rbhU,0.147,0.37,0.703,0.556,0.000143,0.15,0.294
Drake,5uA5D9o5jGFuITTw3aXQgB,0.275,0.0591,0.659,0.465,0,0.235,0.252
Drake,7wcWkzT1X75DguAwOWxlGt,0.326,0.000722,0.803,0.596,1.01e-05,0.324,0.129
Drake,5l856gqZcdS2qXQlNRAOh7,0.283,0.233,0.575,0.556,1.29e-05,0.607,0.431
Drake,0uMCmwW1C3rVTcjBUNHSdY,0.1,0.0545,0.566,0.423,0,0.109,0.364
Drake,7xD21cbP90eHHnA28Qkhpr,0.587,0.132,0.522,0.691,0,0.176,0.0979
Drake,7tm3zLZSI0OnvFtomZwhHk,0.0904,0.968,0.492,0.162,0.0385,0.109,0.0402
Drake,4Y8qNrph2WupGXYt1XyKN3,0.155,0.0192,0.84,0.743,0,0.63,0.217
Drake,38OxzrXfvFjyKWtgAkWdOK,0.176,0.12,0.852,0.358,2.2e-05,0.0714,0.164
Drake,7jHorbrZa5KbYQVWKLehOd,0.133,0.221,0.653,0.52,0,0.11,0.309
Drake,1HPLaUGGBXvkUYRVkQQmS9,0.786,0.172,0.467,0.63,1.15e-05,0.156,0.257
Drake,0TUl56yF7lX7jQb4nJoas8,0.69,0.181,0.841,0.485,0.0675,0.107,0.196
Drake,1bply5aur6hqqxlRJ2IpXP,0.335,0.00641,0.32,0.464,0,0.133,0.0369
Drake,10zp3W3aiaANTCrHre0xx0,0.685,0.109,0.517,0.835,0,0.178,0.309
Drake,7eqBsRv7eldDdDEA9MMl5C,0.0574,0.382,0.572,0.477,0.00727,0.129,0.0367
Drake,11iF95qtQrumQcy4npe4QP,0.173,0.215,0.774,0.411,0,0.103,0.135
Drake,1Fkx6ahWYGP9IxEqCdmWXL,0.677,0.813,0.551,0.529,8.2e-06,0.228,0.191
Drake,3IvMYBE7A3c7to1aEcfFJk,0.374,0.482,0.473,0.824,0,0.605,0.163
Drake,5TCBWmEBrin7etRa4Lswr1,0.526,0.252,0.41,0.82,0,0.538,0.533
Drake,4wVOKKEHUJxHCFFNUWDn0B,0.0397,0.629,0.735,0.449,0,0.113,0.347
Drake,3Q4gttWQ6hxqWOa3tHoTNi,0.316,0.342,0.458,0.452,1.94e-05,0.0703,0.047
Drake,466cKvZn1j45IpxDdYZqdA,0.845,0.289,0.83,0.49,3.04e-06,0.113,0.209
Drake,7eYAHC0RbBF9eaqWzT34Aq,0.554,0.281,0.812,0.506,0,0.325,0.116
Drake,5H4mXWKcicuLKDn4Jy0sK7,0.5,0.201,0.864,0.477,0,0.182,0.224
Drake,3KixNgUEaDtrKJVzdqjU5q,0.715,0.00606,0.881,0.636,0,0.111,0.287
Drake,5fHrHoJKfCgBd35zwIBmUK,0.815,0.0128,0.718,0.706,0,0.352,0.06
Drake,6Kj17Afjo1OKJYpf5VzCeo,0.12,0.163,0.825,0.373,0,0.368,0.108
Drake,6fLVTVaHWaEfVKfEgbkf4D,0.505,0.28,0.551,0.57,0,0.424,0.351
Drake,0YkUwXxnTkeJBvt5upeEtP,0.476,0.768,0.787,0.477,0,0.104,0.199
Drake,05aZ9sAU1YXndHv0FMi9iW,0.729,0.423,0.543,0.766,0,0.155,0.343
Drake,1I55Ea0zVoSKs6MqW7DQ3i,0.239,0.292,0.749,0.792,0,0.109,0.0826
Drake,4C1NLEUQTl3HKNP8DNjpMU,0.357,0.49,0.491,0.821,0,0.444,0.18
Drake,5R421oloEo7pgT1uuO6P5u,0.529,0.216,0.41,0.823,0,0.538,0.53
Drake,75VJBp3JE7W3oKoFeq1esH,0.0396,0.619,0.745,0.446,0,0.113,0.326
Drake,6GVZ7A3IWkPNuG5FdcRE7O,0.352,0.328,0.487,0.466,5.43e-05,0.072,0.0419
Drake,7elj3cJvac6NnDKcCOXflk,0.829,0.283,0.83,0.469,4.58e-06,0.113,0.216
Drake,5wWzslCFGlDuhJ4oKgS8bc,0.526,0.282,0.814,0.501,0,0.325,0.111
Drake,16sWMhG5z99l7iHFxJ3zt9,0.514,0.231,0.863,0.468,0,0.181,0.247
Drake,0y7NZkFE2vSlISSWOKs7FY,0.665,0.00644,0.873,0.633,0,0.111,0.287
Drake,27vlgodvurZRA7ZoE0SYgW,0.808,0.0108,0.724,0.698,0,0.36,0.065
Drake,3h4DgeqD7d2Pu8QF0j7NEH,0.109,0.145,0.815,0.385,0,0.368,0.128
Drake,0zpcGwpkk1Vn2wvZP9XCF9,0.459,0.299,0.577,0.571,0,0.459,0.357
Drake,7FlgWcLOubhQXsSUChLMPL,0.453,0.803,0.788,0.472,2.59e-06,0.104,0.176
Drake,2FVsrYXCOdTVn7MTj0yupd,0.707,0.43,0.505,0.762,0,0.134,0.355
Drake,51g4mohrWYmBO7s2V2OVWY,0.249,0.301,0.75,0.783,0,0.0959,0.0824
Drake,1qyFlfPREPbRcS2BNszdYI,0.33,0.765,0.423,0.587,0,0.114,0.529
Drake,0Tacxc5lDJ8LwiO1pWNSl8,0.544,0.371,0.631,0.788,0.000317,0.108,0.102
Drake,4n4BflhWjCHIxrI4v7Xt9s,0.472,0.205,0.789,0.404,0,0.219,0.23
Drake,4Wjhj0WjkyECccfHVIgaTq,0.523,0.779,0.421,0.539,0,0.111,0.274
Drake,4czcw3NVLY0of5hTD7OufN,0.0361,0.348,0.733,0.361,0.000285,0.0942,0.135
Drake,3W3FVHEDetkiRkkGKDmdir,0.564,0.0322,0.673,0.81,0,0.133,0.36
Drake,6C9SwoZ5OrxcvkntgA5t8s,0.549,0.115,0.743,0.66,0,0.101,0.418
Drake,0FnxK9FEAQyPJ284QcieNb,0.391,0.0678,0.555,0.88,0,0.0723,0.265
Drake,3sMC6vfTTSa0mMAPTwzDVD,0.689,0.706,0.477,0.501,5.61e-06,0.0953,0.0398
Drake,4alHkxxwAhvoGg3dJCATKV,0.385,0.603,0.549,0.495,7.26e-06,0.0979,0.133
Drake,2xUHiyGeGrWmmfv7NbDTWC,0.282,0.0111,0.498,0.844,0,0.102,0.268
Drake,6MR5IBSNfDmiwnrlQpVw4w,0.543,0.758,0.338,0.729,3.24e-05,0.18,0.102
Drake,18t8ypY0HYaQuGBxg2KdT2,0.225,0.281,0.508,0.748,0,0.168,0.33
Drake,27Tqjd2nMW2mIp6Yk1ovwY,0.302,0.179,0.641,0.454,0.000116,0.065,0.133
Drake,56NDFbD0tCUawnqeU2wcvv,0.328,0.782,0.619,0.489,0,0.106,0.46
Drake,73IE87H0g2MBmdn41lkVto,0.141,0.414,0.505,0.494,7.98e-05,0.105,0.315
Drake,3e0ZGE7Gp034iLknjQk4QW,0.0674,0.484,0.643,0.178,0.0108,0.122,0.0588
Drake,5SBAYPEfyW2hTPnoioWGYY,0.336,0.732,0.445,0.57,3.05e-06,0.114,0.446
Drake,4RzuPybR74kxuBY9qMvEJL,0.534,0.361,0.629,0.747,0.000332,0.144,0.115
Drake,5VPPgWCYdkkZ865ybcE0jm,0.471,0.21,0.514,0.391,0,0.112,0.407
Drake,5NI8V1SMozjXZIdsuenlZL,0.536,0.785,0.484,0.517,0,0.111,0.198
Drake,0oeeMCj9IJkgvl3tGpzu8Q,0.0357,0.366,0.74,0.354,0.000638,0.0942,0.116
Drake,203mVoocZZHOi17MkkYLVT,0.58,0.0318,0.669,0.809,0,0.133,0.347
Drake,7qkILZ1KDBqIeXM1nqPRQQ,0.53,0.122,0.763,0.657,0,0.0947,0.414
Drake,185OqqaJTCWTgQoEpG1KvE,0.335,0.0514,0.502,0.863,0,0.0717,0.256
Drake,2ducmmobqydJmv8or1OKTo,0.689,0.706,0.477,0.501,5.61e-06,0.0953,0.0398
Drake,3yXVsXGHdrZmUApmFU2oU6,0.413,0.598,0.359,0.486,1.04e-05,0.0985,0.154
Drake,32vhiLbWXL4rKHYoUWjtRu,0.28,0.00999,0.393,0.83,0,0.0897,0.323
Drake,0aywDdTQxCpstrdB1C0HTD,0.533,0.766,0.417,0.711,0.000123,0.18,0.0637
Drake,07SaSGhqW3JpaiV0VM7fU8,0.271,0.262,0.583,0.734,0,0.19,0.27
Drake,1AXC6s3ZY0RPNYK41SRbxr,0.307,0.173,0.68,0.453,0.000107,0.065,0.105
Drake,5JO1YTHgSBu4vIQ5Gag3Lq,0.32,0.777,0.577,0.476,0,0.106,0.478
Drake,6PfDvmKdRXaYVN5q1JH0d1,0.143,0.425,0.515,0.482,0.000114,0.105,0.306
Drake,70dMJmJAcfvWcoJvXBmkem,0.0769,0.475,0.634,0.171,0.0259,0.119,0.0601
Drake,4Oqhd37CXCG6qYbmHGzJJ5,0.0815,0.939,0.477,0.422,0.0361,0.107,0.174
Drake,7i2X27hQnVtr5emUBXMnnz,0.427,0.387,0.597,0.696,0.000762,0.126,0.0823
Drake,3tbqvZYf7mcIrbLvjzokhv,0.22,0.537,0.565,0.535,0,0.165,0.386
Drake,3baJKX6yyPUT92zNStX5z6,0.937,0.00454,0.794,0.717,0.301,0.146,0.0325
Drake,2vHmE2q0EYbw0F8asrHPmW,0.555,0.588,0.756,0.451,0,0.0942,0.47
Drake,2h65kdqlhMRtp5l5qIFA9v,0.12,0.165,0.622,0.844,0,0.455,0.269
Drake,1bMYRdTXYdj7KSu4r0O3IQ,0.332,0.362,0.565,0.502,2.32e-06,0.164,0.0793
Drake,2p0KdK06O9KUMCQ0gsFF0P,0.481,0.66,0.545,0.755,0,0.209,0.257
Drake,1uBaQNOsRatk1bBTBJnKek,0.783,0.107,0.76,0.887,0.0242,0.668,0.038
Drake,4AcScHuxr9xAqqyxxTMAhu,0.546,0.203,0.441,0.929,0,0.165,0.337
Drake,3DQb8H8mBaxXtrpwZWfen1,0.841,0.159,0.775,0.906,0,0.773,0.337
Drake,6xTROKXoqNjGhFNIjfoDO2,0.405,0.00371,0.433,0.82,0,0.0852,0.329
Drake,12iCwfAxGDFvpU7aTusAle,0.534,0.191,0.691,0.498,6.73e-06,0.107,0.144
Drake,3x8P00PKvIL9w7Z3XI9zyW,0.239,0.205,0.456,0.509,0.000652,0.122,0.0895
Drake,71tHNdPFrCNiulvoKzeEuk,0.24,0.812,0.468,0.782,1.79e-05,0.107,0.898
Drake,5hKi8LHc2GF5v9TSsvgZaf,0.122,0.989,0.393,0.0878,0.856,0.316,0.053
Drake,18Dv8QiJUFh0erAN0R7jDh,0.368,0.636,0.413,0.497,0,0.179,0.0736
Drake,0ISIeXBvGQIcQGYfR56jy8,0.15,0.0193,0.393,0.852,0,0.291,0.0726
Drake,2yg9UN4eo5eMVJ7OB4RWj3,0.145,0.133,0.555,0.596,0,0.123,0.375
Drake,0TlLq3lA83rQOYtrqBqSct,0.423,0.0165,0.912,0.412,0.0126,0.104,0.123
Drake,3szf2z1Cy1QMrtHrbn8rz9,0.0542,0.0152,0.758,0.474,0,0.116,0.147
Drake,5Psnhdkyanjpgc2P8A5TSM,0.0853,0.0248,0.414,0.677,0,0.0793,0.254
Drake,6DCZcSspjsKoFjzjrWoCdn,0.357,0.0332,0.754,0.449,8.29e-05,0.552,0.109
Drake,3qN5qMTKyEEmiTZD38BNTT,0.492,0.279,0.899,0.586,0,0.0836,0.343
Drake,0zqy3ss4CwD6u4QPksS0nI,0.31,0.161,0.527,0.689,0,0.498,0.741
Drake,7rC5Pl8rQSX4myONQHYPBK,0.491,0.045,0.754,0.575,0.00131,0.276,0.0682
Drake,1dUHF4RyMmMTveJ0Rby6Xm,0.446,0.126,0.761,0.598,0,0.0839,0.182
Drake,6cblRiEGDRNZgowcm951R3,0.519,0.0481,0.486,0.849,0,0.143,0.246
Drake,4ksuI04WMvUnJbHQjgs3L5,0.334,0.00354,0.758,0.491,6.5e-06,0.292,0.138
Drake,1Tnw0ItH1Macok8gblnPPd,0.549,0.727,0.708,0.547,0,0.159,0.314
Drake,11L064movtyopGdLiX4sVg,0.269,0.85,0.687,0.218,0.000125,0.106,0.0388
Drake,4HG1YiGBseVKzjyKcmAJen,0.134,0.477,0.776,0.482,0.0456,0.11,0.0357
Drake,4c2xt1trwYZpMqPWY35Xi9,0.0371,0.037,0.764,0.271,0,0.175,0.0414
Drake,3CA9pLiwRIGtUBiMjbZmRw,0.758,0.0891,0.585,0.909,9.7e-05,0.119,0.0707
Drake,2WP8G2pdddDmnh1xbfKBOI,0.299,0.133,0.807,0.319,0.000338,0.101,0.0581
Drake,4SUwJA3eUVNHExxMPEUhQe,0.622,0.11,0.657,0.571,0.00123,0.0735,0.139
Drake,41a7dZcq30Ss5kPMayWRV0,0.38,0.117,0.85,0.473,0.0103,0.108,0.209
Drake,4n1bdaKwynQndm47x5HqWX,0.123,0.013,0.889,0.372,0,0.184,0.357
Drake,2G7V7zsVDxg1yRsu7Ew9RJ,0.35,0.0589,0.835,0.626,6e-05,0.396,0.125
Drake,6G8kHiVZ1jW7vHMPVRNZU0,0.138,0.493,0.822,0.318,0.0128,0.11,0.0575
Drake,3mvYQKm8h6M5K5h0nVPY9S,0.336,0.0407,0.687,0.429,0,0.142,0.192
Drake,44Du2IM1bGY7dicmLfXbUs,0.104,0.422,0.5,0.449,7.96e-06,0.115,0.442
Drake,09lmraDvzBT3pUQ2rUtJzK,0.318,0.405,0.558,0.414,0,0.36,0.358
Drake,49KdpIvtcWvPstilpk6SCy,0.153,0.14,0.614,0.587,0,0.123,0.294
Drake,4pQiWe7SzoQdGF6z8ZoZ9v,0.428,0.0104,0.912,0.405,0.0427,0.105,0.157
Drake,6ve3BBJbJGz6PWVTl2jgey,0.0549,0.0166,0.539,0.48,0,0.115,0.299
Drake,6pA3J7cB9N9Og9exxrblT8,0.0789,0.0245,0.413,0.67,0,0.0796,0.235
Drake,5t9KtCfnu8wQui1G6IqqBR,0.346,0.0322,0.758,0.452,8.29e-05,0.583,0.11
Drake,0jG6bL0uU9FjfZyZRH9wzu,0.416,0.354,0.896,0.596,2.43e-06,0.0841,0.259
Drake,1iDIWccY2uqjp9ZNYaMMMP,0.333,0.164,0.529,0.682,0,0.478,0.786
Drake,4Qn4oX3vs6y5nC5l1lv2J4,0.546,0.0409,0.754,0.576,0.00244,0.276,0.0757
Drake,6M7iZDRYExqatdo9RpOtvv,0.435,0.144,0.835,0.603,0,0.084,0.0851
Drake,6jYUYDsjnqwd2gsOHiD1uJ,0.506,0.0467,0.506,0.842,0,0.142,0.231
Drake,4BmsVfixi6ndJ0pNZlE75D,0.354,0.00262,0.763,0.487,7.59e-06,0.229,0.185
Drake,0un9PdTUT05DFU7YPo7FZK,0.547,0.731,0.622,0.547,0,0.16,0.344
Drake,3djeq7cfDsqoeGVbvmMX28,0.254,0.849,0.687,0.209,0.000103,0.106,0.0397
Drake,0jR76WJlOwnT5CqyMqmyMD,0.134,0.477,0.775,0.482,0.0456,0.11,0.0357
Drake,5pWhDnazMwb9sQzRwwoY28,0.0369,0.0342,0.771,0.272,0,0.175,0.0399
Drake,38hSjSZecuHFsOHaffA2Pm,0.787,0.0895,0.693,0.9,0.000238,0.12,0.0746
Drake,11I2FQz8akj8jyRDnKuhMH,0.298,0.133,0.807,0.32,0.000328,0.101,0.0582
Drake,2GC0GrzVKoXgqQiajMpfmp,0.562,0.101,0.66,0.555,0.00217,0.0735,0.145
Drake,1ttKBiCCm8JZq2QO6Oy7qP,0.271,0.033,0.737,0.389,0.00562,0.107,0.218
Drake,0CmBj49HuYOUQrbkpQGSZU,0.118,0.0142,0.901,0.396,1.43e-06,0.183,0.349
Drake,0h1W19pS59KtEd7aDzF58i,0.366,0.0496,0.833,0.619,8.67e-05,0.3,0.0971
Drake,7F2Asc2ygbpVSurTCOP8Po,0.138,0.493,0.826,0.318,0.0131,0.11,0.0574
Drake,07yzjL0GV0eSLAHW5qUPq4,0.34,0.0427,0.678,0.426,0,0.138,0.188
Drake,1xkHW2eq7ffX2jXqPYd51i,0.106,0.435,0.539,0.449,9.91e-06,0.115,0.398
Drake,6Emcb2QtYVJc6ViEHQSWC4,0.311,0.41,0.502,0.413,0,0.36,0.363
Drake,05KOgYg8PGeJyyWBPi5ja8,0.203,0.0681,0.736,0.491,0,0.571,0.439
Drake,6CfrYuD3YRDYdYvH9jNtXY,0.578,0.0671,0.913,0.608,0,0.533,0.234
Drake,5mCPDVBb16L4XQwDdbRUpz,0.364,0.256,0.809,0.463,0.085,0.109,0.0396
Drake,13e6f8t7RKXuxZ0JdaaJRG,0.237,0.762,0.735,0.373,0.00202,0.288,0.104
Drake,7y6c07pgjZvtHI9kuMVqk1,0.849,0.0945,0.781,0.721,0.391,0.104,0.0514
Drake,76gUmNLXGQVOsGhfcshkFP,0.33,0.245,0.839,0.521,0.00545,0.607,0.166
Drake,2XlHu0HcujBCkWMdIAvrqt,0.375,0.0533,0.726,0.535,1.38e-05,0.0984,0.0476
Drake,2fkeWbM6iqTw7oGHTYm2lw,0.19,0.558,0.609,0.229,0.0413,0.113,0.0333
Drake,6UjfByV1lDLW0SOVQA4NAi,0.122,0.0317,0.877,0.391,0.000502,0.0945,0.063
Drake,2dfqS3MRtbLZSZA1IL8xY5,0.415,0.0103,0.745,0.822,4.2e-06,0.155,0.252
Drake,2bjwRfXMk4uRgOD9IBYl9h,0.35,0.0172,0.925,0.443,0,0.276,0.264
Drake,0xl1w2q4VLojeXp4JfazPL,0.532,0.0407,0.903,0.439,0,0.138,0.397
Drake,6MbH1QiphMCPTqVEVC7UYi,0.256,0.332,0.766,0.234,0.00156,0.358,0.159
Drake,6n3HGiq4v35D6eFOSwqYuo,0.144,0.111,0.766,0.283,0.0172,0.115,0.0846
Drake,2jTujnt0y344ai1rNOywgr,0.0906,0.0189,0.875,0.6,0.0143,0.132,0.0435
Drake,2Na0z2gfN67Rzf0vp74Wi3,0.378,0.699,0.526,0.583,0,0.372,0.376
Drake,5f5r2N4Lp9WoULWPH9zp2W,0.454,0.0136,0.856,0.572,1.55e-06,0.121,0.373
Drake,28irpKCCK9nn9DZSik2zEx,0.432,0.2,0.688,0.384,0,0.708,0.375
Drake,5JUu0unA8VwhTZ9LkMWUVI,0.222,0.348,0.468,0.266,9.55e-06,0.209,0.13
Drake,343YBumqHu19cGoGARUTsd,0.613,0.105,0.928,0.481,0,0.176,0.287
Drake,7bJ4mu7MHa3rHiNyKjOoSl,0.598,0.08,0.813,0.551,0,0.386,0.353
Drake,2KvHC9z14GSl4YpkNMX384,0.454,0.246,0.618,0.693,0,0.112,0.45
Drake,4DVRguqFUfQQFxxwuEk9wI,0.198,0.0625,0.626,0.492,0,0.57,0.455
Drake,52qJladopu0vDn2njqIcTI,0.587,0.0848,0.911,0.612,0,0.547,0.165
Drake,3c9LSxnx0AXdsXiewstFC1,0.358,0.25,0.81,0.457,0.07,0.109,0.0395
Drake,25UWSqTX3E8jiH95uxMUOH,0.225,0.766,0.735,0.359,0.00301,0.29,0.102
Drake,6zq05JacHDDvVpnS4fSIat,0.841,0.0989,0.78,0.72,0.399,0.104,0.0514
Drake,67rmELR3rpp4DX8TtqyFdW,0.332,0.234,0.838,0.522,0.00523,0.607,0.162
Drake,03GdNYxpBWXBzeg2rG1COv,0.366,0.0533,0.752,0.531,1.17e-05,0.0984,0.0479
Drake,45v6JcK326S1JH5zixhysH,0.205,0.534,0.627,0.236,0.0273,0.113,0.0338
Drake,0w7TC8SBiCocaPZX9r7oiz,0.116,0.0352,0.876,0.381,0.00177,0.0942,0.0653
